BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512522120000 ms, 2017-12-05T19:02:00, 0, 1325, 1325, 0,1_Producer_Count
1512522180000 ms, 2017-12-05T19:03:00, 1, 1278, 1277, 0,1_Producer_Count
1512522240000 ms, 2017-12-05T19:04:00, 1, 1311, 1310, 0,1_Producer_Count
1512522300000 ms, 2017-12-05T19:05:00, 0, 1274, 1274, 0,1_Producer_Count
1512522360000 ms, 2017-12-05T19:06:00, 0, 1306, 1306, 0,1_Producer_Count
1512522420000 ms, 2017-12-05T19:07:00, 0, 1292, 1292, 0,1_Producer_Count
1512522480000 ms, 2017-12-05T19:08:00, 0, 1309, 1309, 0,1_Producer_Count
1512522540000 ms, 2017-12-05T19:09:00, 1, 1296, 1295, 0,1_Producer_Count
1512522600000 ms, 2017-12-05T19:10:00, 0, 1287, 1287, 0,1_Producer_Count
1512522660000 ms, 2017-12-05T19:11:00, 1, 1281, 1280, 0,1_Producer_Count
1512522720000 ms, 2017-12-05T19:12:00, 0, 1283, 1283, 0,1_Producer_Count
1512522780000 ms, 2017-12-05T19:13:00, 1, 1290, 1289, 0,1_Producer_Count
1512522840000 ms, 2017-12-05T19:14:00, 0, 1304, 1304, 0,1_Producer_Count
1512522900000 ms, 2017-12-05T19:15:00, 0, 1321, 1321, 0,1_Producer_Count
1512522960000 ms, 2017-12-05T19:16:00, 0, 1263, 1263, 0,1_Producer_Count
1512523020000 ms, 2017-12-05T19:17:00, 1, 1301, 1300, 0,1_Producer_Count
1512523080000 ms, 2017-12-05T19:18:00, 0, 1288, 1288, 0,1_Producer_Count
1512523140000 ms, 2017-12-05T19:19:00, 1, 1289, 1288, 0,1_Producer_Count
1512523200000 ms, 2017-12-05T19:20:00, 0, 1302, 1302, 0,1_Producer_Count
1512523260000 ms, 2017-12-05T19:21:00, 1, 1285, 1284, 0,1_Producer_Count
1512523320000 ms, 2017-12-05T19:22:00, 0, 1276, 1276, 0,1_Producer_Count
1512523380000 ms, 2017-12-05T19:23:00, 0, 1271, 1271, 0,1_Producer_Count
1512523440000 ms, 2017-12-05T19:24:00, 1, 1318, 1317, 0,1_Producer_Count
1512523500000 ms, 2017-12-05T19:25:00, 1, 1286, 1285, 0,1_Producer_Count
1512523560000 ms, 2017-12-05T19:26:00, 1, 1300, 1299, 0,1_Producer_Count
1512523620000 ms, 2017-12-05T19:27:00, 0, 1266, 1266, 0,1_Producer_Count
1512523680000 ms, 2017-12-05T19:28:00, 0, 1321, 1321, 0,1_Producer_Count
1512523740000 ms, 2017-12-05T19:29:00, 1, 1282, 1281, 0,1_Producer_Count
1512523800000 ms, 2017-12-05T19:30:00, 1, 1280, 1279, 0,1_Producer_Count
1512523860000 ms, 2017-12-05T19:31:00, 0, 1299, 1299, 0,1_Producer_Count
1512523920000 ms, 2017-12-05T19:32:00, 0, 1298, 1298, 0,1_Producer_Count
1512523980000 ms, 2017-12-05T19:33:00, 0, 1297, 1297, 0,1_Producer_Count
1512524040000 ms, 2017-12-05T19:34:00, 0, 1290, 1290, 0,1_Producer_Count
1512524100000 ms, 2017-12-05T19:35:00, 0, 1299, 1299, 0,1_Producer_Count
1512524160000 ms, 2017-12-05T19:36:00, 1, 1287, 1286, 0,1_Producer_Count
1512524220000 ms, 2017-12-05T19:37:00, 1, 1293, 1292, 0,1_Producer_Count
1512524280000 ms, 2017-12-05T19:38:00, 0, 1267, 1267, 0,1_Producer_Count
1512524340000 ms, 2017-12-05T19:39:00, 0, 1282, 1282, 0,1_Producer_Count
1512524400000 ms, 2017-12-05T19:40:00, 1, 1285, 1284, 0,1_Producer_Count
1512524460000 ms, 2017-12-05T19:41:00, 0, 1293, 1293, 0,1_Producer_Count
1512524520000 ms, 2017-12-05T19:42:00, 0, 1277, 1277, 0,1_Producer_Count
1512524580000 ms, 2017-12-05T19:43:00, 1, 1279, 1278, 0,1_Producer_Count
1512524640000 ms, 2017-12-05T19:44:00, 0, 1282, 1282, 0,1_Producer_Count
1512524700000 ms, 2017-12-05T19:45:00, 0, 1279, 1279, 0,1_Producer_Count
1512524760000 ms, 2017-12-05T19:46:00, 1, 1297, 1296, 0,1_Producer_Count
1512524820000 ms, 2017-12-05T19:47:00, 1, 1298, 1297, 0,1_Producer_Count
1512524880000 ms, 2017-12-05T19:48:00, 1, 1281, 1280, 0,1_Producer_Count
1512524940000 ms, 2017-12-05T19:49:00, 0, 1309, 1309, 0,1_Producer_Count
1512525000000 ms, 2017-12-05T19:50:00, 1, 1291, 1290, 0,1_Producer_Count
1512525060000 ms, 2017-12-05T19:51:00, 0, 1289, 1289, 0,1_Producer_Count
1512525120000 ms, 2017-12-05T19:52:00, 0, 1288, 1288, 0,1_Producer_Count
1512525180000 ms, 2017-12-05T19:53:00, 0, 1313, 1313, 0,1_Producer_Count
1512525240000 ms, 2017-12-05T19:54:00, 0, 1299, 1299, 0,1_Producer_Count
1512525300000 ms, 2017-12-05T19:55:00, 0, 1301, 1301, 0,1_Producer_Count
1512525360000 ms, 2017-12-05T19:56:00, 1, 1290, 1289, 0,1_Producer_Count
1512525420000 ms, 2017-12-05T19:57:00, 0, 1305, 1305, 0,1_Producer_Count
1512525480000 ms, 2017-12-05T19:58:00, 1, 1306, 1305, 0,1_Producer_Count
1512525540000 ms, 2017-12-05T19:59:00, 1, 1277, 1276, 0,1_Producer_Count
1512525600000 ms, 2017-12-05T20:00:00, 0, 1307, 1307, 0,1_Producer_Count
1512525660000 ms, 2017-12-05T20:01:00, 0, 1307, 1307, 0,1_Producer_Count
1512525720000 ms, 2017-12-05T20:02:00, 0, 1282, 1282, 0,1_Producer_Count
1512525780000 ms, 2017-12-05T20:03:00, 1, 1282, 1281, 0,1_Producer_Count
1512525840000 ms, 2017-12-05T20:04:00, 1, 1332, 1331, 0,1_Producer_Count
1512525900000 ms, 2017-12-05T20:05:00, 1, 1289, 1288, 0,1_Producer_Count
1512525960000 ms, 2017-12-05T20:06:00, 1, 1298, 1297, 0,1_Producer_Count
1512526020000 ms, 2017-12-05T20:07:00, 0, 1309, 1309, 0,1_Producer_Count
1512526080000 ms, 2017-12-05T20:08:00, 0, 1294, 1294, 0,1_Producer_Count
1512526140000 ms, 2017-12-05T20:09:00, 1, 1289, 1288, 0,1_Producer_Count
1512526200000 ms, 2017-12-05T20:10:00, 0, 1300, 1300, 0,1_Producer_Count
1512526260000 ms, 2017-12-05T20:11:00, 1, 1276, 1275, 0,1_Producer_Count
1512526320000 ms, 2017-12-05T20:12:00, 0, 1264, 1264, 0,1_Producer_Count
1512526380000 ms, 2017-12-05T20:13:00, 0, 1293, 1293, 0,1_Producer_Count
1512526440000 ms, 2017-12-05T20:14:00, 0, 1289, 1289, 0,1_Producer_Count
1512526500000 ms, 2017-12-05T20:15:00, 0, 1258, 1258, 0,1_Producer_Count
1512526560000 ms, 2017-12-05T20:16:00, 1, 1303, 1302, 0,1_Producer_Count
1512526620000 ms, 2017-12-05T20:17:00, 1, 1297, 1296, 0,1_Producer_Count
1512526680000 ms, 2017-12-05T20:18:00, 0, 1274, 1274, 0,1_Producer_Count
1512526740000 ms, 2017-12-05T20:19:00, 0, 1303, 1303, 0,1_Producer_Count
1512526800000 ms, 2017-12-05T20:20:00, 0, 1315, 1315, 0,1_Producer_Count
1512526860000 ms, 2017-12-05T20:21:00, 1, 1282, 1281, 0,1_Producer_Count
1512526920000 ms, 2017-12-05T20:22:00, 1, 1281, 1280, 0,1_Producer_Count
1512526980000 ms, 2017-12-05T20:23:00, 0, 1270, 1270, 0,1_Producer_Count
1512527040000 ms, 2017-12-05T20:24:00, 1, 1311, 1310, 0,1_Producer_Count
1512527100000 ms, 2017-12-05T20:25:00, 0, 1283, 1283, 0,1_Producer_Count
1512527160000 ms, 2017-12-05T20:26:00, 1, 1275, 1274, 0,1_Producer_Count
1512527220000 ms, 2017-12-05T20:27:00, 7, 1303, 1296, 0,1_Producer_Count
1512527280000 ms, 2017-12-05T20:28:00, 1, 1277, 1276, 0,1_Producer_Count
1512527340000 ms, 2017-12-05T20:29:00, 0, 1306, 1306, 0,1_Producer_Count
1512527400000 ms, 2017-12-05T20:30:00, 1, 1294, 1293, 0,1_Producer_Count
1512527460000 ms, 2017-12-05T20:31:00, 0, 1267, 1267, 0,1_Producer_Count
1512527520000 ms, 2017-12-05T20:32:00, 1, 1294, 1293, 0,1_Producer_Count
1512527580000 ms, 2017-12-05T20:33:00, 1, 1278, 1277, 0,1_Producer_Count
1512527640000 ms, 2017-12-05T20:34:00, 1, 1297, 1296, 0,1_Producer_Count
1512527700000 ms, 2017-12-05T20:35:00, 1, 1304, 1303, 0,1_Producer_Count
1512527760000 ms, 2017-12-05T20:36:00, 1, 1305, 1304, 0,1_Producer_Count
1512527820000 ms, 2017-12-05T20:37:00, 0, 1306, 1306, 0,1_Producer_Count
1512527880000 ms, 2017-12-05T20:38:00, 1, 1306, 1305, 0,1_Producer_Count
1512527940000 ms, 2017-12-05T20:39:00, 2, 1293, 1291, 0,1_Producer_Count
1512528000000 ms, 2017-12-05T20:40:00, 1, 1306, 1305, 0,1_Producer_Count
1512528060000 ms, 2017-12-05T20:41:00, 0, 1287, 1287, 0,1_Producer_Count
1512528120000 ms, 2017-12-05T20:42:00, 1, 1280, 1279, 0,1_Producer_Count
1512528180000 ms, 2017-12-05T20:43:00, 1, 1279, 1278, 0,1_Producer_Count
1512528240000 ms, 2017-12-05T20:44:00, 1, 1270, 1269, 0,1_Producer_Count
1512528300000 ms, 2017-12-05T20:45:00, 1, 1276, 1275, 0,1_Producer_Count
1512528360000 ms, 2017-12-05T20:46:00, 0, 1319, 1319, 0,1_Producer_Count
1512528420000 ms, 2017-12-05T20:47:00, 1, 1274, 1273, 0,1_Producer_Count
1512528480000 ms, 2017-12-05T20:48:00, 0, 1295, 1295, 0,1_Producer_Count
1512528540000 ms, 2017-12-05T20:49:00, 0, 1275, 1275, 0,1_Producer_Count
1512528600000 ms, 2017-12-05T20:50:00, 0, 1293, 1293, 0,1_Producer_Count
1512528660000 ms, 2017-12-05T20:51:00, 1, 1310, 1309, 0,1_Producer_Count
1512528720000 ms, 2017-12-05T20:52:00, 0, 1278, 1278, 0,1_Producer_Count
1512528780000 ms, 2017-12-05T20:53:00, 0, 1310, 1310, 0,1_Producer_Count
1512528840000 ms, 2017-12-05T20:54:00, 1, 1310, 1309, 0,1_Producer_Count
1512528900000 ms, 2017-12-05T20:55:00, 0, 1291, 1291, 0,1_Producer_Count
1512528960000 ms, 2017-12-05T20:56:00, 0, 1333, 1333, 0,1_Producer_Count
1512529020000 ms, 2017-12-05T20:57:00, 0, 1284, 1284, 0,1_Producer_Count
1512529080000 ms, 2017-12-05T20:58:00, 0, 1300, 1300, 0,1_Producer_Count
1512529140000 ms, 2017-12-05T20:59:00, 1, 1275, 1274, 0,1_Producer_Count
1512529200000 ms, 2017-12-05T21:00:00, 1, 1289, 1288, 0,1_Producer_Count
1512529260000 ms, 2017-12-05T21:01:00, 0, 1309, 1309, 0,1_Producer_Count
1512529320000 ms, 2017-12-05T21:02:00, 1, 1272, 1271, 0,1_Producer_Count
1512529380000 ms, 2017-12-05T21:03:00, 1, 1288, 1287, 0,1_Producer_Count
1512529440000 ms, 2017-12-05T21:04:00, 0, 1273, 1273, 0,1_Producer_Count
1512529500000 ms, 2017-12-05T21:05:00, 0, 1293, 1293, 0,1_Producer_Count
1512529560000 ms, 2017-12-05T21:06:00, 1, 1307, 1306, 0,1_Producer_Count
1512529620000 ms, 2017-12-05T21:07:00, 1, 1305, 1304, 0,1_Producer_Count
1512529680000 ms, 2017-12-05T21:08:00, 1, 1316, 1315, 0,1_Producer_Count
1512529740000 ms, 2017-12-05T21:09:00, 0, 1297, 1297, 0,1_Producer_Count
1512529800000 ms, 2017-12-05T21:10:00, 1, 1301, 1300, 0,1_Producer_Count
1512529860000 ms, 2017-12-05T21:11:00, 0, 1306, 1306, 0,1_Producer_Count
1512529920000 ms, 2017-12-05T21:12:00, 0, 1264, 1264, 0,1_Producer_Count
1512529980000 ms, 2017-12-05T21:13:00, 1, 1292, 1291, 0,1_Producer_Count
1512530040000 ms, 2017-12-05T21:14:00, 1, 1280, 1279, 0,1_Producer_Count
1512530100000 ms, 2017-12-05T21:15:00, 0, 1266, 1266, 0,1_Producer_Count
1512530160000 ms, 2017-12-05T21:16:00, 1, 1267, 1266, 0,1_Producer_Count
1512530220000 ms, 2017-12-05T21:17:00, 1, 1292, 1291, 0,1_Producer_Count
1512530280000 ms, 2017-12-05T21:18:00, 1, 1304, 1303, 0,1_Producer_Count
1512530340000 ms, 2017-12-05T21:19:00, 1, 1286, 1285, 0,1_Producer_Count
1512530400000 ms, 2017-12-05T21:20:00, 0, 1281, 1281, 0,1_Producer_Count
1512530460000 ms, 2017-12-05T21:21:00, 0, 1324, 1324, 0,1_Producer_Count
1512530520000 ms, 2017-12-05T21:22:00, 1, 1320, 1319, 0,1_Producer_Count
1512530580000 ms, 2017-12-05T21:23:00, 1, 1293, 1292, 0,1_Producer_Count
1512530640000 ms, 2017-12-05T21:24:00, 1, 1389, 1388, 0,1_Producer_Count
1512530700000 ms, 2017-12-05T21:25:00, 0, 1282, 1282, 0,1_Producer_Count
1512530760000 ms, 2017-12-05T21:26:00, 1, 1291, 1290, 0,1_Producer_Count
1512530820000 ms, 2017-12-05T21:27:00, 0, 1284, 1284, 0,1_Producer_Count
1512530880000 ms, 2017-12-05T21:28:00, 0, 1269, 1269, 0,1_Producer_Count
1512530940000 ms, 2017-12-05T21:29:00, 1, 1322, 1321, 0,1_Producer_Count
1512531000000 ms, 2017-12-05T21:30:00, 0, 1297, 1297, 0,1_Producer_Count
1512531060000 ms, 2017-12-05T21:31:00, 0, 1324, 1324, 0,1_Producer_Count
1512531120000 ms, 2017-12-05T21:32:00, 0, 1273, 1273, 0,1_Producer_Count
1512531180000 ms, 2017-12-05T21:33:00, 0, 1276, 1276, 0,1_Producer_Count
1512531240000 ms, 2017-12-05T21:34:00, 0, 1303, 1303, 0,1_Producer_Count
1512531300000 ms, 2017-12-05T21:35:00, 1, 1272, 1271, 0,1_Producer_Count
1512531360000 ms, 2017-12-05T21:36:00, 1, 1289, 1288, 0,1_Producer_Count
1512531420000 ms, 2017-12-05T21:37:00, 0, 1287, 1287, 0,1_Producer_Count
1512531480000 ms, 2017-12-05T21:38:00, 0, 1282, 1282, 0,1_Producer_Count
1512531540000 ms, 2017-12-05T21:39:00, 0, 1288, 1288, 0,1_Producer_Count
1512531600000 ms, 2017-12-05T21:40:00, 0, 1297, 1297, 0,1_Producer_Count
1512531660000 ms, 2017-12-05T21:41:00, 0, 1278, 1278, 0,1_Producer_Count
1512531720000 ms, 2017-12-05T21:42:00, 0, 1267, 1267, 0,1_Producer_Count
1512531780000 ms, 2017-12-05T21:43:00, 0, 1274, 1274, 0,1_Producer_Count
1512531840000 ms, 2017-12-05T21:44:00, 1, 1305, 1304, 0,1_Producer_Count
1512531900000 ms, 2017-12-05T21:45:00, 1, 1308, 1307, 0,1_Producer_Count
1512531960000 ms, 2017-12-05T21:46:00, 0, 1282, 1282, 0,1_Producer_Count
1512532020000 ms, 2017-12-05T21:47:00, 0, 1296, 1296, 0,1_Producer_Count
1512532080000 ms, 2017-12-05T21:48:00, 1, 1303, 1302, 0,1_Producer_Count
1512532140000 ms, 2017-12-05T21:49:00, 0, 1297, 1297, 0,1_Producer_Count
1512532200000 ms, 2017-12-05T21:50:00, 1, 1303, 1302, 0,1_Producer_Count
1512532260000 ms, 2017-12-05T21:51:00, 1, 1298, 1297, 0,1_Producer_Count
1512532320000 ms, 2017-12-05T21:52:00, 1, 1309, 1308, 0,1_Producer_Count
1512532380000 ms, 2017-12-05T21:53:00, 0, 1285, 1285, 0,1_Producer_Count
1512532440000 ms, 2017-12-05T21:54:00, 1, 1282, 1281, 0,1_Producer_Count
1512532500000 ms, 2017-12-05T21:55:00, 1, 1310, 1309, 0,1_Producer_Count
1512532560000 ms, 2017-12-05T21:56:00, 0, 1279, 1279, 0,1_Producer_Count
1512532620000 ms, 2017-12-05T21:57:00, 1, 1290, 1289, 0,1_Producer_Count
1512532680000 ms, 2017-12-05T21:58:00, 1, 1289, 1288, 0,1_Producer_Count
1512532740000 ms, 2017-12-05T21:59:00, 0, 1287, 1287, 0,1_Producer_Count
1512532800000 ms, 2017-12-05T22:00:00, 1, 1275, 1274, 0,1_Producer_Count
1512532860000 ms, 2017-12-05T22:01:00, 0, 1324, 1324, 0,1_Producer_Count
1512532920000 ms, 2017-12-05T22:02:00, 1, 1298, 1297, 0,1_Producer_Count
1512532980000 ms, 2017-12-05T22:03:00, 1, 1302, 1301, 0,1_Producer_Count
1512533040000 ms, 2017-12-05T22:04:00, 1, 1285, 1284, 0,1_Producer_Count
1512533100000 ms, 2017-12-05T22:05:00, 1, 1275, 1274, 0,1_Producer_Count
1512533160000 ms, 2017-12-05T22:06:00, 0, 1332, 1332, 0,1_Producer_Count
1512533220000 ms, 2017-12-05T22:07:00, 1, 1280, 1279, 0,1_Producer_Count
1512533280000 ms, 2017-12-05T22:08:00, 1, 1311, 1310, 0,1_Producer_Count
1512533340000 ms, 2017-12-05T22:09:00, 1, 1379, 1378, 0,1_Producer_Count
1512533400000 ms, 2017-12-05T22:10:00, 1, 1316, 1315, 0,1_Producer_Count
1512533460000 ms, 2017-12-05T22:11:00, 1, 1309, 1308, 0,1_Producer_Count
1512533520000 ms, 2017-12-05T22:12:00, 1, 1346, 1345, 0,1_Producer_Count
1512533580000 ms, 2017-12-05T22:13:00, 0, 1312, 1312, 0,1_Producer_Count
1512533640000 ms, 2017-12-05T22:14:00, 0, 1275, 1275, 0,1_Producer_Count
1512533700000 ms, 2017-12-05T22:15:00, 1, 1285, 1284, 0,1_Producer_Count
1512533760000 ms, 2017-12-05T22:16:00, 1, 1271, 1270, 0,1_Producer_Count
1512533820000 ms, 2017-12-05T22:17:00, 1, 1276, 1275, 0,1_Producer_Count
1512533880000 ms, 2017-12-05T22:18:00, 1, 1298, 1297, 0,1_Producer_Count
1512533940000 ms, 2017-12-05T22:19:00, 0, 1274, 1274, 0,1_Producer_Count
1512534000000 ms, 2017-12-05T22:20:00, 0, 1281, 1281, 0,1_Producer_Count
1512534060000 ms, 2017-12-05T22:21:00, 2, 1280, 1278, 0,1_Producer_Count
1512534120000 ms, 2017-12-05T22:22:00, 0, 1260, 1260, 0,1_Producer_Count
1512534180000 ms, 2017-12-05T22:23:00, 8, 1324, 1316, 0,1_Producer_Count
1512534240000 ms, 2017-12-05T22:24:00, 1, 1296, 1295, 0,1_Producer_Count
1512534300000 ms, 2017-12-05T22:25:00, 0, 1290, 1290, 0,1_Producer_Count
1512534360000 ms, 2017-12-05T22:26:00, 1, 1269, 1268, 0,1_Producer_Count
1512534420000 ms, 2017-12-05T22:27:00, 1, 1281, 1280, 0,1_Producer_Count
1512534480000 ms, 2017-12-05T22:28:00, 0, 1275, 1275, 0,1_Producer_Count
